Date	Time	Artist(s)	Instruments/Details	Ticketed	Sabha	Hall
19-Dec-2025	8:30 AM	Malladi Brothers (Sreeramprasad & Ravikumar)	"Lect. Demo. ""Sangeetha Shastra Margamu"" through Thyagaraja Kritis"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
19-Dec-2025	10:00 AM	Kruthi Vittal	Vocal - Vittal Rangan (Violin) - N.C. Bharadwaj (Mridangam) - S. Krishna (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
19-Dec-2025	12:30 PM	Sri Sri Sisters (Sriya Srinivas & Sreeja Srinivas)	Vocal Duet - Sindu Rageswari (Violin) - Navaneet Gopinath (Mridangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
19-Dec-2025	2:00 PM	S. Aishwarya & S. Soundarya	Vocal Duet - Parur M.K. Ananthalakshmi (Violin) - Sunaada Krishna (Mridangam) - Ramya Ramesh (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
19-Dec-2025	4:00 PM	Nisha Rajagopalan	Vocal - H.N. Bhaskar (Violin) - J. Vaidhyanathan (Mridangam) - S. Sunil Kumar (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
19-Dec-2025	6:30 PM	Kunnakudi M. Balamuralikrishna	Vocal - Sruti Sarathy (Violin) - B. Shree Sundarkumar (Mridangam) - S. Sivaramakrishnan (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
20-Dec-2025	8:30 AM	Dr. Shyamala Vinod	"Lect. Demo. ""Voice Culture Care & Cure Healthy Voice Technics"" - Supported by Shruthi Shankar Kumar etc."	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
20-Dec-2025	10:00 AM	U. Ve. Dushyanth Sridhar Swamigal	Shatpadiyum Saptapadiyum Discourse	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
20-Dec-2025	12:30 PM	Anirudh Subramanian	Vocal - C.S. Chinmayi (Violin) - Malladi Aravind (Mrudangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
20-Dec-2025	2:00 PM	R.P. Shravan	Vocal - Rishabh Ranganathan (Violin) - Akshay Ram (Mridangam) - Sumukh Karanth (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
20-Dec-2025	4:00 PM	Carnatica Brothers (K.N. Shashikiran & P. Ganesh)	Vocal - Nagai Muralidharan (Violin) - Thanjavur Murugaboopathi (Mridangam) - Payyanur Govindaprasad (Morsing)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
20-Dec-2025	6:30 PM	Ramakrishnan Murthy	Vocal - Vittal Rangan (Violin) - Vijay Natesan (Mridangam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
21-Dec-2025	8:30 AM	Vid. Kunnakudi M. Balamuralikrishna	"Lect. Demo. ""Decoding Laya aspects of Pallavi"" - with Vid. Shree Sundar Kumar"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
21-Dec-2025	10:00 AM	Dr. R. Suryaprakash	Vocal - VVS Murari (Violin) - Thanjavur Murugabhoopathi (Mridangam) - KV Gopalakrishnan (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
21-Dec-2025	12:30 PM	Swarathmika Srikanth	Vocal - Haritha Narayanan (Violin) - Prajwal Bharadwaj (Mridangam) - Satish Gowtham (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
21-Dec-2025	2:00 PM	Shruthi Shankar Kumar	Vocal - Bhargav Tumkur (Violin) - B.N. Kasinadh (Mridangam) - S. Sunil Kumar (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
21-Dec-2025	4:00 PM	Papanasam Ashok Ramani	Vocal - B.U. Ganesh Prasad (Violin) - Thiruvarur Vaidyanathan (Mridangam) - N. Guruprasad (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
21-Dec-2025	6:30 PM	N. Vijay Siva	Vocal - R.K. Shriramkumar (Violin) - N.C. Bharadwaj (Mrudangam) - Tirupanithura Radhakrishnan (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
22-Dec-2025	8:30 AM	Prince Rama Varma & Amrutha Venkatesh	"Lect. Demo. ""Exploring Raga Music - A journey from Abstract to Form"""	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
22-Dec-2025	10:00 AM	VK Mani Maran	Vocal - Vittal Rangan (Violin) - Patri Satish Kumar (Mridangam) - K.V. Gopalakrishnan (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
22-Dec-2025	12:30 PM	Sudarshan Muralidharan	Vocal - Gayatri Vibhavari (Violin) - B.N. Kasinadh (Mridangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
22-Dec-2025	2:00 PM	Bhargav Hariharan & Krupa Lakshmi	Vocal - Vibhav Ramani (Violin) - S. Hariharan (Mridangam) - Sheeharsha Udupa (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
22-Dec-2025	4:00 PM	Amritha Murali	Vocal - H.N. Bhaskar (Violin) - Patri Satish Kumar (Mridangam) - Kanjiraman (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
22-Dec-2025	6:30 PM	Abhishek Raghuram		Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
23-Dec-2025	8:30 AM	Ramana Balachandran	"Lect. Demo. ""Mathemusic - Melding Music & Maths"" - with Vid. Kamalakiran Vinjamuri"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
23-Dec-2025	10:00 AM	Amrutha Venkatesh	Vocal - Rajeev Mukundan (Violin) - Patri Satish Kumar (Mridangam) - Chandrasekara Sharma (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
23-Dec-2025	12:30 PM	Rishabh Kaushik	Vocal - R. Srikriti (Violin) - Myan Sudarshan (Mridangam) - Ram Siva (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
23-Dec-2025	2:00 PM	Aditya Madhavan	Vocal - VSP Gayatri Sivani (Violin) - Ajay Gopi (Mridangam) - N. Guruprasad (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
23-Dec-2025	6:30 PM	Trichur Brothers (Srikrishna Mohan & Ramkumar Mohan)		Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
24-Dec-2025	8:30 AM	Dr. Radha Bhaskar (Moderator)	"Lect. Demo. ""Relevance of Raga Classification Janaka-Janya System"" - Panelists: Dr. R.S. Jayalakshmi Dr. Renganatha Sharma Dr. Gayatri Kamakoti"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
24-Dec-2025	12:30 PM	S. Srivathsan	Vocal - Somanath Dandibhotla (Violin) - A. Rohith (Mridangam) - Nerkunnam S. Manikandan (Morsing)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
24-Dec-2025	2:00 PM	Gayathri Sathya	Vocal - Dr. M. Narmadha (Violin) - Arjun Ganesh (Mridangam) - K. Ranganathan (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
24-Dec-2025	4:00 PM	Aswath Narayanan	Vocal - Kamalakiran Vinjamuri (Violin) - N.C. Bharadwaj (Mridangam) - K.V. Gopalakrishnan (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
24-Dec-2025	6:30 PM	Malladi Brothers		Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
25-Dec-2025	8:30 AM	Vid. S. Saketharaman	"Lect. Demo. ""Innovative methods to take Carnatic Music to Next Gen"" - with Vid. Mahesh Raghavan"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
25-Dec-2025	10:00 AM	Smt. Vishakha Hari	Draupadi Sharanagathi (Musical Discourse)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
25-Dec-2025	12:30 PM	Bharath Narayanan	Vocal - Sreelakshmi Bhat (Violin) - Ashwinn Balachandran (Mridangam) - Shamit S. Gowda (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
25-Dec-2025	2:00 PM	Sooryagayathri	Bhakthi Sangeet - S. Rangapriya (Violin) - V.G. Vigneshwar (Keyboard) - P.V. Anil Kumar (Mridangam) - V. Ganapathy (Tabla)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
25-Dec-2025	4:00 PM	S. Mahathi	Vocal - Jyotsna Srikanth (Violin) - Vijay Natesan (Mridangam) - S. Sunilkumar (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
25-Dec-2025	6:30 PM	Sikkil C. Gurucharan	Vocal - L. Ramakrishnan (Violin) - Patri Satish Kumar (Mridangam) - Giridhar Udupa (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
26-Dec-2025	8:30 AM	Vid. Vishakha Hari & Vid. Palghat Ramprasad	"Lect. Demo. ""Reflecting on the Composers intent to understand the purpose of Carnatic Music"""	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
26-Dec-2025	10:00 AM	K.S. Vishnudev	Vocal - Kamalakiran Vinjamuri (Violin) - Patri Satish Kumar (Mridangam) - Chandrasekhara Sharma (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
26-Dec-2025	12:30 PM	Pathangi Brothers (Dhruv & Dathre)	Vocal Duet - Vishal Sowmyan (Violin) - Srikkar Chittari (Mrudangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
26-Dec-2025	2:00 PM	Vivek Sadasivam	Vocal - Delhi Sridhar (Violin) - Nirmal Narayan (Mridangam) - Utham Shantharaju (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
26-Dec-2025	4:00 PM	K. Gayathri	Vocal - Alamkode Gokul (Violin) - J. Vaidyanathan (Mridangam) - S. Krishna (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
26-Dec-2025	6:30 PM	P. Unnikrishnan	Vocal - Sayee Rakshith (Violin) - Tiruvarur Bhakthavatsalam (Mridangam) - Tripunithura Radhakrishnan (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
27-Dec-2025	8:30 AM	Dr. Gayatri Girish	"Lect. Demo. ""Role of Chittaswarams in Melodic Enhancement"" - with G. Ravikiran K.S. Vishnudev & Dr. N.J. Nandini"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
27-Dec-2025	10:00 AM	J.A. Jayant	Flute - L. Ramakrishnan (Violin) - N.C. Bharadwaj (Mridangam) - Giridhar Udupa (Ghatam) - S. Sunil Kumar (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
27-Dec-2025	12:30 PM	Akshara Samskriti	Vocal - Prahlad Saravana Priyan (Violin) - Pazhani Balaji (Mridangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
27-Dec-2025	2:00 PM	Rahul R. Vellal	Vocal - Keshav Mohan Kumar (Violin) - Kaushik Sridhar (Mridangam) - K.R. Sivaramakrishna (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
27-Dec-2025	6:30 PM	K. Bharat Sundar	Vocal - Kamalakiran Vinjamuri (Violin) - Thiruvarur Bhaktavatsalam (Mridangam) - Alathur Rajaganesh (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
28-Dec-2025	8:30 AM	Vid. Prince Rama Varma & Vid. Amrutha Venkatesh	"Lect. Demo. ""Musical Aesthetics Clarity of Pure Notes and Vibrant Gamakas"""	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
28-Dec-2025	10:00 AM	V.K. Mani Maran	Vocal - VVS Murari (Violin) - B. Sivaraman (Mridangam) - N. Guruprasad (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
28-Dec-2025	12:30 PM	Sudarshan Muralidharan	Vocal - Dr. Badri Narayanan (Violin) - Mumbai Rohit Prasad (Mridangam) - Vishnu V. Kamath (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
28-Dec-2025	2:00 PM	Bhargav Hariharan & Krupa Lakshmi	Vocal Duet - Madan Mohan (Violin) - Trivandrum V. Balaji (Mridangam) - Samyukta Sriram (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
28-Dec-2025	4:00 PM	Amritha Murali	Vocal - L. Ramakrishnan (Violin) - N.C. Bharadwaj (Mridangam) - Anirudh Athreya (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
28-Dec-2025	6:30 PM	Abhishek Raghuram	Vocal - Vittal Rangan (Violin) - Patri Satish Kumar (Mridangam) - Vazhapally Krishnakumar (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
29-Dec-2025	8:30 AM	Vid. Neyveli Santhanagopalan	"Lect. Demo. ""Sangeetha Alankaram"" - with Nagai Muralidharan Delhi Sunderrajan & Mannargudi Easwaran"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
29-Dec-2025	10:00 AM	V. Sankaranarayanan	Vocal - M.A. Sundareswaran (Violin) - R. Sankaranarayanan (Mridangam) - N. Guru Prasad (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
29-Dec-2025	12:30 PM	V. Deepika & V. Nandika	Vocal Duet - Chetana Sekhar (Violin) - Aduthurai Guruprasadh (Mridangam) - Sainath (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
29-Dec-2025	2:00 PM	Aditya Madhavan	Vocal - Bhargav Tumkur (Violin) - Vijay Ganesh (Mridangam) - D.V. Venkatasubramanian (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
29-Dec-2025	4:00 PM	Vignesh Ishwar	Vocal - Sayee Rakshith (Violin) - Delhi Sairam (Mridangam) - N. Guruprasad (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
29-Dec-2025	6:30 PM	Trichur Brothers (Srikrishna Mohan & Ramkumar Mohan)	Vocal - Gokul (Violin) - Praveen Sparsh (Mridangam) - Sunaad Anoor (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
30-Dec-2025	8:30 AM	Vid. Manda Sudharani	"Lect. Demo. ""Exploring Taanam in Carnatic Music"" - with M.A. Sundareswaran & Nirmala Rajasekar"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
30-Dec-2025	10:00 AM	Anahita & Apoorva Ravindran	Vocal - Sayee Rakshith (Violin) - Vijay Natesan (Mridangam) - BS Purushottam (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
30-Dec-2025	12:30 PM	Aditya Narayanan	Vocal - Sameth Sitaraman (Violin) - Gopal Ravindran (Mridangam) - Srikrishna Prasanna (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
30-Dec-2025	2:00 PM	B. Suchitra	Harikatha - Gyandev Pappu (Violin) - M.S. Venkatasubramaniam (Mridangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
30-Dec-2025	4:00 PM	Ramana Balachandran	Veena - Sai Giridhar (Mridangam) - K.V. Gopalakrishnan (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
30-Dec-2025	6:30 PM	Malladi Brothers (Sriramprasad & Ravikumar)	Vocal - B. Anantha Krishnan (Violin) - Parupalli Phalgun (Mridangam) - V. Suresh (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
31-Dec-2025	8:30 AM	Dr. Sangeeta Shankar	"Lect. Demo. ""Evolution of teaching methods"" - with Dr. R. Suriyaprakash Dr. R. Hemalatha Vid. V.V.S. Murari"	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
31-Dec-2025	10:00 AM	Nirmala Rajasekar	Saraswathi Veena - Trivandrum Sampath (Violin) - Thanjavur K. Murugaboopathi (Mridangam) - N. Guruprasad (Ghatam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
31-Dec-2025	12:30 PM	Subhathra Sridharan	Vocal - Sanchith Narayanan (Violin) - Lalit Kovvuri (Mridangam)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
31-Dec-2025	2:00 PM	Heramb & Hemanth	Flute Duo - Sanjay Suresh (Violin) - Puttur Nikshith (Mridangam) - Sriram Natrajan (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
31-Dec-2025	4:00 PM	Neyveli R. Santhanagopalan	Vocal - M.A. Sundareswaran (Violin) - K.V. Prasad (Mridangam) - Vaikom Gopalakrishnan (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
31-Dec-2025	6:30 PM	Sandeep Narayan	Vocal - S. Varadarajan (Violin) - Dr. Trichy Sankaran (Mridangam) - K.V. Gopalakrishnan (Kanjira)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
01-Jan-2026	10:00 AM	Sri U.Ve. Velukkudi Krishnan Swamigal	Sri Srinivasa Kalyanam Discourse	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
01-Jan-2026	12:30 PM	Vishruthi Girish	Vocal - Aparna Thyagarajan (Violin) - Aashrith Aravind (Mridangam) - Sai Bharath (Kanjira)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
01-Jan-2026	2:00 PM	Pattabhirama Pandit	Vocal - T.K.V. Ramanujacharlu (Violin) - Bangalore V. Praveen (Mridangam) - Paravoor Gopakumar (Morsing)	Free	Sri Parthasarathy Swami Sabha	Vidya Bharathi
01-Jan-2026	4:00 PM	Dr. Gayathri Girish	Vocal - R. Raghul (Violin) - R. Sankaranarayanan (Mridangam) - S. Krishna (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
01-Jan-2026	6:30 PM	Dr. Nithyasree Mahadevan	Vocal - B.V. Raghavendra Rao (Violin) - I. Sivakumar (Mridangam) - Sukanya Ramgopal (Ghatam)	Ticketed	Sri Parthasarathy Swami Sabha	Vidya Bharathi
23-Dec-2025	8:15 AM	M.S.Martin and his Disciples	Keyboard Ensemble	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	9:00 AM	Hrishikesh Chary & Priyanka Chary	Veena Duo	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	10:30 AM	Shankar Ramani	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	12:30 PM	Neha Murthy	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	1:45 PM	Siddhartha J	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	3:00 PM	Padmashree Srinivasan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	4:30 PM	Dr. Suma Sudhindra	Veena	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
23-Dec-2025	7:00 PM	S. Saindhvi & Vinaya Karthik Rajan	"Vocal Duet with ""Viprahar Band"""	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	9:00 AM	Vignesh Ravichandran	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	10:30 AM	Madurai N. Sivaganesh	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	12:45 PM	Aditi Anand	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	2:00 PM	Vasanth Ranganathan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	3:15 PM	Rhea Rajesh	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	5:00 PM	Bangalore Brothers (M.B. Hariharan & S. Ashok)	Vocal Duet	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
24-Dec-2025	7:00 PM	Shertallay Dr. K.N. Renganatha Sharma	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	9:00 AM	Sowmya Subramanian	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	10:30 AM	Dr. Radha Bhaskar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	12:45 PM	Vishwesh Kasi	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	2:00 PM	Ritvik Vadi	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	3:15 PM	Cotah Sisters (Purva Dhanashree & Paavani Cotah)		Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	5:00 PM	Dr. Brindha Manickavasakan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
25-Dec-2025	7:00 PM	Kalyanapuram S. Aravind	"""Kambayanam"" - Narration and Vocal"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
26-Dec-2025	10:30 AM	Aravind Sundar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
26-Dec-2025	12:45 PM	Aghalya Manimohan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
26-Dec-2025	2:00 PM	Haasini Battiprolu	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
26-Dec-2025	3:15 PM	Vaibhav Ramu	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
26-Dec-2025	5:00 PM	Kiranavali Vidyasankar with Disciples	"""Sarvam Vishnu Mayam"" - Vocal"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
26-Dec-2025	7:00 PM	Vid. N.J. Nandini	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	9:00 AM	Subatra Jayaseelan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	10:30 AM	Vid. Tiruvarur Vaidyanathan	"""Vibrations"""	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	12:15 PM	Thurgaashini Selvakumar	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	1:15 PM	Hamsini Naidu	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	2:15 PM	Vidya Kanthan	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	3:30 PM	Lakshmipriya R	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	5:00 PM	Spoorthi Rao, Vishwas Hari	Vocal, Mandolin	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
27-Dec-2025	7:00 PM	Sooryagayathri	"""Bhakthi Sangeet"" - Vocal"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
28-Dec-2025	8:15 AM	S. Hiranmayee	Veena	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
28-Dec-2025	9:00 AM	Vasundhara Kikkeri	Veena	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
28-Dec-2025	10:30 AM	Revathi Subramanian	"""Kalinga Narthana Krishna"" - Katha Kutchery"	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
28-Dec-2025	12:45 PM	Dhruv Vadiraj	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
28-Dec-2025	2:00 PM	Vrishank Ramadugu	Vocal	Free	Paddathi (Parthasarathi Swami Sabha & Carnatica)	Desiga Vidya Bhavanam, 27, Venkatesa Agraharam Road, Mylapore, Chennai - 600004
